WKT,EH,TT,ÜT,Touristen,Gesamt
"MULTIPOLYGON (((8.63563450597577 50.5775418048092,8.63664314955525 50.5777660552429,8.6373925320377 50.5773625923445,8.63713326403571 50.576734882048,8.63612463111663 50.5765106351363,8.63537525553928 50.5769140949992,8.63563450597577 50.5775418048092)))","7548","1648","648","2296","9844"
"MULTIPOLYGON (((8.67903395058372 50.6270683636876,8.68004368314708 50.6272922449339,8.68079352040296 50.6268888330202,8.68053361820935 50.6262615429046,8.67952389634395 50.6260376651727,8.67877406597432 50.6264410740421,8.67903395058372 50.6270683636876)))","20714","2814","2014","4828","25542"
"MULTIPOLYGON (((8.74024132151381 50.5933327053605,8.74125109151051 50.5935561079933,8.74200045718459 50.5931519811854,8.74174004602294 50.5925244547947,8.74073028674551 50.5923010556716,8.73998092791057 50.5927051794296,8.74024132151381 50.5933327053605)))","830","430","230","660","1490"
"MULTIPOLYGON (((8.71154035289991 50.5550529492203,8.71254932428591 50.5552765985054,8.71329833124057 50.5548723960634,8.71303835995872 50.5542445473802,8.71202939926543 50.5540209016102,8.71128039916142 50.5544251010083,8.71154035289991 50.5550529492203)))","371","171","171","342","713"
"MULTIPOLYGON (((8.60987683610587 50.5683906642507,8.61088512569954 50.5686151252761,8.61163445524422 50.568211786016,8.61137548827511 50.5675839887624,8.61036720932577 50.5673595312625,8.60961788670134 50.5677628674908,8.60987683610587 50.5683906642507)))","2676","276","176","452","3128"
"MULTIPOLYGON (((8.64009958161991 50.592784464362,8.64110848369827 50.5930086727416,8.64185802180456 50.5926052921348,8.64159865092739 50.5919777061856,8.64058975951638 50.5917535013267,8.63984022831531 50.5921568788964,8.64009958161991 50.592784464362)))","771","171","0","171","942"
"MULTIPOLYGON (((8.69387013820818 50.5499938746913,8.6948788850464 50.5502176681378,8.69562786934377 50.5498135596858,8.69536809994179 50.5491856608286,8.69435936378563 50.5489618708995,8.69361038634955 50.5493659763102,8.69387013820818 50.5499938746913)))","168","168","0","168","336"
"MULTIPOLYGON (((8.66682983169707 50.6175249920879,8.66783932130885 50.6177489754426,8.66858907773435 50.6173455824546,8.66832933765577 50.6167182091539,8.66731985873271 50.6164942293156,8.66657010919964 50.6168976192616,8.66682983169707 50.6175249920879)))","276629","190529","114029","304558","581187"
"MULTIPOLYGON (((8.71992381549792 50.5797155074149,8.72093321469502 50.5799390791893,8.72168247086196 50.5795350011532,8.72142232098204 50.5789073543891,8.72041293248957 50.5786837861275,8.71966368317252 50.5790878611172,8.71992381549792 50.5797155074149)))","242","242","142","384","626"
"MULTIPOLYGON (((8.65024686232647 50.5995982498651,8.6512559501773 50.5998223739078,8.65200554350099 50.5994189689963,8.65174604207417 50.5987914430809,8.65073696489804 50.5985673225574,8.64998737847416 50.5989707244301,8.65024686232647 50.5995982498651)))","115","215","0","215","330"
"MULTIPOLYGON (((8.6401851714684 50.5996424971514,8.64119417333695 50.5998667020532,8.64194378488081 50.5994633729035,8.64168438764976 50.5988358418897,8.64067539645069 50.5986116405082,8.63992579181331 50.5990149666203,8.6401851714684 50.5996424971514)))","1364","764","0","764","2128"
"MULTIPOLYGON (((8.67122077238455 50.5483879910005,8.67222930156465 50.5486119671842,8.67297830887795 50.5482080162599,8.67271878013532 50.5475800921905,8.67171026162512 50.5473561195267,8.67096126118774 50.5477600674126,8.67122077238455 50.5483879910005)))","1726","126","126","252","1978"
"MULTIPOLYGON (((8.65523436474403 50.5961467289689,8.65624344565563 50.5963708143251,8.65699299313322 50.5959673458076,8.65673345280346 50.5953397949731,8.6557243825681 50.5951157131358,8.65497484198638 50.5955191786141,8.65523436474403 50.5961467289689)))","300154","140454","83254","223708","523862"
"MULTIPOLYGON (((8.73486902669518 50.5870144649987,8.73587865938874 50.5872379134889,8.73662796698034 50.5868337789335,8.73636763503701 50.5862061989366,8.73535801305802 50.5859827539571,8.73460871230791 50.5863868854638,8.73486902669518 50.5870144649987)))","1428","228","0","228","1656"
"MULTIPOLYGON (((8.70161826309945 50.6218194111013,8.70262811374507 50.6220431128081,8.70337785437158 50.6216394917629,8.70311773748234 50.6210121720577,8.7021078975448 50.6207884738632,8.70135816378857 50.6211920918617,8.70161826309945 50.6218194111013)))","3336","536","336","872","4208"
"MULTIPOLYGON (((8.65364581884074 50.5501861660019,8.65465422285463 50.55041028271,8.65540328048705 50.5500064771459,8.65514392721785 50.54937855791,8.65413553386535 50.5491544447236,8.65338648312079 50.5495582472515,8.65364581884074 50.5501861660019)))","1262","1162","662","1824","3086"
"MULTIPOLYGON (((8.6446827522247 50.5972224271625,8.64569175786064 50.5974465969,8.64644133550734 50.5970432156486,8.6461819006152 50.5964156676978,8.64517290565035 50.5961915014802,8.64442333490668 50.5965948796936,8.6446827522247 50.5972224271625)))","5799","1399","1199","2598","8397"
"MULTIPOLYGON (((8.65111042523245 50.5484820560095,8.65211878287223 50.5487061937731,8.65286782672828 50.5483023942812,8.65260850605552 50.5476744600616,8.65160015907529 50.5474503258201,8.6508511221084 50.5478541222762,8.65111042523245 50.5484820560095)))","1687","587","187","774","2461"
"MULTIPOLYGON (((8.72382640425785 50.5891295816825,8.72483597287782 50.5893531181812,8.72558532297314 50.5889490823995,8.72532509759944 50.5883215131666,8.72431553968899 50.5880979801797,8.72356619644284 50.588502012914,8.72382640425785 50.5891295816825)))","48669","4869","4169","9038","57707"
"MULTIPOLYGON (((8.70067063649599 50.5885593335458,8.70167999826456 50.5887830566027,8.70242938366787 50.5883791899593,8.70216940043832 50.5877516033036,8.70116004936712 50.5875278837611,8.7004106708282 50.58793174736,8.70067063649599 50.5885593335458)))","363189","68189","35389","103578","466767"
"MULTIPOLYGON (((8.62005217901094 50.5575412862244,8.62106039985675 50.5577656698674,8.62180959532735 50.5573621719535,8.62155056304085 50.556734293429,8.62054235284126 50.556509913311,8.6197931642821 50.5569134081925,8.62005217901094 50.5575412862244)))","839","239","139","378","1217"
"MULTIPOLYGON (((8.65393412415764 50.553101569179,8.65494257268329 50.5533256824012,8.65569166102873 50.5529218968001,8.65543229396041 50.5522940010132,8.65442385609719 50.5520698913125,8.65367477463997 50.5524736738773,8.65393412415764 50.553101569179)))","12401","8401","4701","13102","25503"
"MULTIPOLYGON (((8.66819525621747 50.5477160132727,8.66920374971053 50.5479400140445,8.66995275518521 50.5475360806946,8.66969326028911 50.5469081496109,8.66868477746417 50.5466841523594,8.66793577886731 50.5470880826715,8.66819525621747 50.5477160132727)))","108","108","0","108","216"
"MULTIPOLYGON (((8.62512142352195 50.5609501949444,8.62612973719835 50.5611745365079,8.62687896030799 50.5607710264623,8.62661986283264 50.5601431778864,8.62561155980618 50.5599188398471,8.62486234360527 50.5603223468594,8.62512142352195 50.5609501949444)))","7115","115","115","230","7345"
"MULTIPOLYGON (((8.679724098364 50.6220942532669,8.68073376491331 50.6223181310205,8.68148354751473 50.6219146761247,8.68122365668216 50.6212873465193,8.68021400082968 50.6210634722803,8.67946422511307 50.6214669241321,8.679724098364 50.6220942532669)))","27141","8441","6941","15382","42523"
"MULTIPOLYGON (((8.73741553955588 50.5710473572821,8.73842496348152 50.5712707918419,8.7391740953726 50.5708665169835,8.73891379650147 50.5702388106134,8.73790438328681 50.5700153795649,8.73715525823238 50.5704196513752,8.73741553955588 50.5710473572821)))","801","101","0","101","902"
"MULTIPOLYGON (((8.65336106034842 50.6071281522275,8.65437028379877 50.6073522481563,8.65511995243907 50.6069488771125,8.65486039072987 50.6063214131796,8.65385117795814 50.6060973207692,8.65310151621712 50.6065006887733,8.65336106034842 50.6071281522275)))","328972","230372","110772","341144","670116"
"MULTIPOLYGON (((8.64364671190751 50.5747623043444,8.6446553843579 50.5749864915172,8.64540472293757 50.5745829474504,8.64514538216769 50.5739552192475,8.64413672038101 50.5737310355961,8.64338738870065 50.5741345766264,8.64364671190751 50.5747623043444)))","123729","64329","40329","104658","228387"
"MULTIPOLYGON (((8.63736070845506 50.595025445528,8.63836961931141 50.5952496750088,8.63911918628452 50.5948463319579,8.63885983549393 50.5942187624632,8.63785093530419 50.5939945365033,8.63710137523854 50.5943978765173,8.63736070845506 50.595025445528)))","1979","279","179","458","2437"
"MULTIPOLYGON (((8.63750962512739 50.5665565364239,8.63851812635453 50.5667807762167,8.63926738778317 50.566377215856,8.63900814108307 50.5657494187376,8.63799965051391 50.5655251824673,8.637250395987 50.5659287397929,8.63750962512739 50.5665565364239)))","2721","621","521","1142","3863"
"MULTIPOLYGON (((8.73350431597154 50.5793024777572,8.73451382558741 50.5795259404076,8.73526305296497 50.5791217575141,8.73500276388598 50.5784941150184,8.73399326498163 50.5782706558794,8.73324404444489 50.5786748357247,8.73350431597154 50.5793024777572)))","918","118","0","118","1036"
"MULTIPOLYGON (((8.7196325469183 50.5768008077781,8.72064190153278 50.5770243830911,8.7213911269824 50.5766202851067,8.72113099096815 50.5759926148555,8.72012164705729 50.5757690430555,8.71937242845719 50.5761731379937,8.7196325469183 50.5768008077781)))","922","622","0","622","1544"
"MULTIPOLYGON (((8.62921106318223 50.5664214316162,8.63021949099602 50.5666457381344,8.6309687655598 50.5662422389605,8.63070960540278 50.5656144363026,8.6297011882427 50.5653901333079,8.62895192058604 50.5657936294476,8.62921106318223 50.5664214316162)))","45380","8180","6380","14560","59940"
"MULTIPOLYGON (((8.67649480225561 50.625365982685,8.67750448836669 50.6255898850627,8.67825431184938 50.6251864792372,8.67799444233354 50.624559174078,8.67698476691861 50.6243352752151,8.67623495032348 50.6247386779968,8.67649480225561 50.625365982685)))","4424","324","124","448","4872"
"MULTIPOLYGON (((8.66547252861613 50.6098167617307,8.66648189512181 50.6100407591719,8.66723157119133 50.6096373177775,8.66697187386354 50.6090098819835,8.66596251804357 50.6087858880592,8.66521284886583 50.6091893264122,8.66547252861613 50.6098167617307)))","18819","5119","1219","6338","25157"
"MULTIPOLYGON (((8.71415869567595 50.5812885112446,8.71516806815515 50.5815121287634,8.71591735150411 50.5811081058574,8.71565725552002 50.5804804684784,8.71464789374294 50.5802568544729,8.713898617248 50.5806608743331,8.71415869567595 50.5812885112446)))","6972","772","672","1444","8416"
"MULTIPOLYGON (((8.68343388734494 50.5402637965203,8.68444240432282 50.5404876777924,8.68519130301544 50.5400835737126,8.68493167786398 50.5394555914001,8.68392317155982 50.5392317136471,8.68317427973347 50.5396358146875,8.68343388734494 50.5402637965203)))","481","181","0","181","662"
"MULTIPOLYGON (((8.63995962035794 50.561399571813,8.64096806829562 50.5616237939932,8.64171727015397 50.5612201761199,8.64145801717566 50.5605923391017,8.64044957989572 50.5603681204442,8.63970038493646 50.5607717352823,8.63995962035794 50.561399571813)))","7641","241","141","382","8023"
"MULTIPOLYGON (((8.69093450843608 50.5561854884575,8.69194331936808 50.5564093030079,8.69269237518736 50.5560052635352,8.69243261321032 50.5553774125533,8.69142381296078 50.5551536015202,8.69067476400592 50.5555576379517,8.69093450843608 50.5561854884575)))","123","123","123","246","369"
"MULTIPOLYGON (((8.71705861896327 50.6280868406333,8.71806869278347 50.6283104154549,8.71881847308599 50.6279067263692,8.71855817270716 50.6272794655112,8.71754810960494 50.6270558941999,8.7167983361637 50.6274595802365,8.71705861896327 50.6280868406333)))","899","199","0","199","1098"
"MULTIPOLYGON (((8.65180387091773 50.6033632940186,8.65281302656456 50.6035874040068,8.65356265754529 50.6031840160292,8.65330312597971 50.6025565211028,8.65229398100948 50.6023324146335,8.65154435692832 50.6027357995718,8.65180387091773 50.6033632940186)))","1999","1099","499","1598","3597"
"MULTIPOLYGON (((8.63560223816775 50.5952045304953,8.6366111364654 50.5954287740354,8.63736070845506 50.595025445528,8.63710137523854 50.5943978765173,8.63609248760664 50.5941736364982,8.63534292252561 50.5945769619689,8.63560223816775 50.5952045304953)))","4339","339","239","578","4917"
"MULTIPOLYGON (((8.6762052224764 50.6224533216624,8.67721486397087 50.6226772275744,8.67796465668346 50.6222738017792,8.6777048010145 50.6216464731156,8.67669517021516 50.6214225707186,8.67594538438978 50.6218259934703,8.6762052224764 50.6224533216624)))","264834","183034","96734","279768","544602"
"MULTIPOLYGON (((8.65969642147588 50.5515307433488,8.6607048969076 50.5517548108943,8.66145395825679 50.5513509701846,8.66119453729024 50.5507230649665,8.66018607252342 50.550499000942,8.65943701805838 50.5509028386146,8.65969642147588 50.5515307433488)))","14925","4825","3125","7950","22875"
"MULTIPOLYGON (((8.65462523572778 50.5481227039683,8.65563361841896 50.5483468136329,8.65638265222766 50.5479429850702,8.65612329645846 50.5473150498791,8.6551149244285 50.5470909437362,8.65436589750662 50.5474947692627,8.65462523572778 50.5481227039683)))","214674","139574","101874","241448","456122"
"MULTIPOLYGON (((8.70926599082527 50.5916040073226,8.71027547032914 50.5918276599742,8.71102487303084 50.5914237520588,8.71076478936951 50.5907961945379,8.70975532056842 50.5905725453996,8.70900592472599 50.5909764502691,8.70926599082527 50.5916040073226)))","640008","221408","197908","419316","1059324"
"MULTIPOLYGON (((8.64223178736233 50.6023767631793,8.64324084635463 50.6026009505166,8.64399048363714 50.6021976267981,8.64373105502179 50.6015701187804,8.64272200670086 50.6013459349631,8.64197237632406 50.6017492556436,8.64223178736233 50.6023767631793)))","1452","352","352","704","2156"
"MULTIPOLYGON (((8.69475766161024 50.5410659539636,8.69576628735211 50.5412897438724,8.69651517450326 50.5408855610347,8.6962554290537 50.5402575913292,8.69524681399162 50.5400338049382,8.69449793369941 50.5404379847351,8.69475766161024 50.5410659539636)))","195","195","0","195","390"
"MULTIPOLYGON (((8.67620414557464 50.5449322499775,8.67721266775176 50.5451561874925,8.67796162923891 50.5447521730043,8.67770206167712 50.5441242240399,8.67669355017141 50.5439002900446,8.67594459555622 50.544304301494,8.67620414557464 50.5449322499775)))","754","154","0","154","908"
"MULTIPOLYGON (((8.71044303277551 50.5855952602129,8.71145243558261 50.585818905862,8.71220177174801 50.585414943495,8.71194169824913 50.5847873385245,8.71093230614358 50.5845636963889,8.71018297683549 50.5849676557103,8.71044303277551 50.5855952602129)))","583290","230490","175190","405680","988970"
"MULTIPOLYGON (((8.65295462078704 50.5551648664767,8.65396309063767 50.555388986742,8.65471220281 50.5549852241409,8.65445283824251 50.554357344311,8.65344437905439 50.5541332275672,8.65269527377135 50.5545369871319,8.65295462078704 50.5551648664767)))","3007","1507","1107","2614","5621"
"MULTIPOLYGON (((8.72441926387225 50.5772909441728,8.72542866659442 50.5775144807661,8.72617788871912 50.5771103506478,8.72591770127529 50.576482686983,8.72490830925931 50.5762591539021,8.72415909398108 50.5766632809736,8.72441926387225 50.5772909441728)))","22241","28141","24541","52682","74923"
"MULTIPOLYGON (((8.64180298084719 50.5680812285657,8.6428115410299 50.5683054332481,8.64356081124349 50.5679018522777,8.64330151437535 50.5672740696609,8.64229296485337 50.5670498685005,8.64154370153892 50.5674534464351,8.64180298084719 50.5680812285657)))","592107","285407","208707","494114","1086221"
"MULTIPOLYGON (((8.71079994419366 50.6306887558445,8.71181000196444 50.630912379961,8.71255982142894 50.6305087575432,8.71229957625685 50.6298815140573,8.7112895292016 50.6296578934515,8.71053971660305 50.6300615128209,8.71079994419366 50.6306887558445)))","80849","135049","70549","205598","286447"
"MULTIPOLYGON (((8.66809906013911 50.6183763407527,8.6691085729764 50.6186003135487,8.66985833629366 50.6181969175184,8.66959857988199 50.6175695517344,8.66858907773435 50.6173455824546,8.66783932130885 50.6177489754426,8.66809906013911 50.6183763407527)))","277241","203141","131741","334882","612123"
